order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
239,ORD-20230416-00239,149,2023-04-16,entregado,2782.12,17,430,584.25,3323.41,credit_card,same_day,,Nota del cliente: Llamar antes
240,ORD-20250125-00240,99,2025-01-25,procesando,5428.39,9,70,1139.96,6149.79,paypal,standard,,
241,ORD-20230807-00241,150,2023-08-07,enviado,3532.8,8,340,741.89,4332.07,paypal,pickup,,Nota del cliente: Dejar en portería
242,ORD-20240718-00242,105,2024-07-18,procesando,788.7,0,440,165.63,1394.33,cash_on_delivery,pickup,,
243,ORD-20241123-00243,77,2024-11-23,enviado,333.09,13,40,69.95,399.74,paypal,express,,
244,ORD-20250611-00244,245,2025-06-11,pendiente,1076.88,13,370,226.14,1533.03,bank_transfer,pickup,,
245,ORD-20240928-00245,190,2024-09-28,pendiente,2503.7,18,470,525.78,3048.81,bank_transfer,pickup,5,Nota del cliente: Dejar en portería
246,ORD-20250205-00246,79,2025-02-05,cancelado,5084.09,7,450,1067.66,6245.86,debit_card,standard,,Nota del cliente: Entregar por la tarde
247,ORD-20250723-00247,211,2025-07-23,cancelado,2033.01,13,100,426.93,2295.65,bank_transfer,pickup,,
248,ORD-20230223-00248,151,2023-02-23,cancelado,1060.76,15,290,222.76,1414.41,paypal,express,,Nota del cliente: Dejar en portería
249,ORD-20250605-00249,53,2025-06-05,cancelado,1377.03,12,310,289.18,1810.97,debit_card,same_day,,Nota del cliente: Dejar en portería
250,ORD-20230404-00250,51,2023-04-04,procesando,4438.87,1,90,932.16,5416.64,cash_on_delivery,pickup,,
251,ORD-20230728-00251,157,2023-07-28,cancelado,2828.83,12,220,594.05,3303.42,cash_on_delivery,standard,4,
252,ORD-20230725-00252,197,2023-07-25,pendiente,1326.38,12,360,278.54,1805.75,bank_transfer,express,,
253,ORD-20250226-00253,168,2025-02-26,pendiente,3883.08,16,280,815.45,4357.24,credit_card,express,,
254,ORD-20250703-00254,45,2025-07-03,cancelado,3246.88,20,50,681.84,3329.34,paypal,standard,,
255,ORD-20250316-00255,307,2025-03-16,entregado,3693.43,7,150,775.62,4360.51,debit_card,standard,,
256,ORD-20250723-00256,189,2025-07-23,cancelado,4438.48,3,170,932.08,5407.41,bank_transfer,standard,,
257,ORD-20250815-00257,180,2025-08-15,cancelado,2782.25,20,170,584.27,2980.07,cash_on_delivery,standard,,
258,ORD-20230417-00258,274,2023-04-17,enviado,671.73,12,360,141.06,1092.18,cash_on_delivery,pickup,5,
259,ORD-20250219-00259,155,2025-02-19,procesando,2254.31,17,490,473.41,2834.49,credit_card,pickup,,
260,ORD-20230223-00260,148,2023-02-23,enviado,2142.01,7,490,449.82,2931.89,cash_on_delivery,pickup,,
261,ORD-20240816-00261,122,2024-08-16,enviado,3173.1,17,180,666.35,3480.02,credit_card,pickup,,
262,ORD-20260202-00262,246,2026-02-02,enviado,3243.48,7,280,681.13,3977.57,cash_on_delivery,express,,
263,ORD-20250401-00263,256,2025-04-01,procesando,5851.44,16,370,1228.8,6514.01,cash_on_delivery,same_day,,
264,ORD-20230912-00264,299,2023-09-12,pendiente,928.6,12,440,195.01,1452.18,credit_card,express,,
265,ORD-20230609-00265,155,2023-06-09,enviado,4071.24,6,10,854.96,4691.93,cash_on_delivery,express,,
266,ORD-20240211-00266,184,2024-02-11,pendiente,121.4,13,290,25.49,421.11,credit_card,express,2,
267,ORD-20230121-00267,212,2023-01-21,procesando,1197.7,20,170,251.52,1379.68,debit_card,pickup,,Nota del cliente: Llamar antes
268,ORD-20240324-00268,7,2024-03-24,procesando,759.94,5,370,159.59,1251.53,credit_card,pickup,,Nota del cliente: Entregar por la tarde
269,ORD-20250625-00269,183,2025-06-25,procesando,428.18,1,50,89.92,563.82,debit_card,express,,Nota del cliente: Llamar antes
270,ORD-20260206-00270,119,2026-02-06,procesando,1770.13,0,310,371.73,2451.86,credit_card,standard,,
271,ORD-20230415-00271,197,2023-04-15,cancelado,1473.75,20,320,309.49,1808.49,debit_card,pickup,,
272,ORD-20250302-00272,87,2025-03-02,pendiente,4876.81,14,60,1024.13,5278.19,bank_transfer,pickup,7,
273,ORD-20250516-00273,168,2025-05-16,enviado,2248.09,16,90,472.1,2450.5,cash_on_delivery,same_day,,
274,ORD-20260304-00274,127,2026-03-04,enviado,5761.77,4,500,1209.97,7241.27,bank_transfer,standard,,
275,ORD-20251112-00275,28,2025-11-12,pendiente,5349.02,10,80,1123.29,6017.41,paypal,pickup,,
276,ORD-20230615-00276,227,2023-06-15,procesando,1973.68,19,290,414.47,2303.15,credit_card,express,4,
277,ORD-20240110-00277,324,2024-01-10,cancelado,1905.7,16,140,400.2,2140.99,cash_on_delivery,express,10,
278,ORD-20231206-00278,79,2023-12-06,entregado,2813.13,17,80,590.76,3005.66,cash_on_delivery,standard,,
279,ORD-20230611-00279,83,2023-06-11,cancelado,2016.22,7,70,423.41,2368.49,cash_on_delivery,standard,,
280,ORD-20240428-00280,160,2024-04-28,procesando,1897.55,10,220,398.49,2326.29,paypal,express,3,Nota del cliente: Dejar en portería
281,ORD-20231022-00281,278,2023-10-22,enviado,2913.96,12,450,611.93,3626.21,credit_card,standard,,
282,ORD-20260119-00282,212,2026-01-19,entregado,1499.73,13,460,314.94,2079.71,debit_card,express,,
283,ORD-20241101-00283,256,2024-11-01,procesando,2748.33,12,280,577.15,3275.68,cash_on_delivery,same_day,,
284,ORD-20251013-00284,317,2025-10-13,cancelado,3660.31,14,320,768.67,4236.54,bank_transfer,same_day,,
285,ORD-20230916-00285,133,2023-09-16,pendiente,2557.95,3,450,537.17,3468.38,paypal,standard,,
286,ORD-20231126-00286,101,2023-11-26,cancelado,3909.52,1,240,821,4931.42,cash_on_delivery,same_day,,
287,ORD-20260222-00287,144,2026-02-22,enviado,4724.25,10,100,992.09,5343.92,cash_on_delivery,standard,9,
288,ORD-20240808-00288,45,2024-08-08,cancelado,1210.34,4,60,254.17,1476.1,credit_card,pickup,,
289,ORD-20240402-00289,126,2024-04-02,entregado,4602.22,7,150,966.47,5396.53,debit_card,express,,
290,ORD-20250224-00290,259,2025-02-24,enviado,1243.23,14,0,261.08,1330.26,debit_card,pickup,,
291,ORD-20250727-00291,226,2025-07-27,procesando,4091.63,8,90,859.24,4713.54,cash_on_delivery,express,,
292,ORD-20241211-00292,62,2024-12-11,entregado,2131.43,13,450,447.6,2751.94,bank_transfer,same_day,,
293,ORD-20230603-00293,257,2023-06-03,pendiente,6593.97,4,160,1384.73,7874.94,cash_on_delivery,same_day,6,
294,ORD-20240605-00294,121,2024-06-05,procesando,2985.05,3,160,626.86,3682.36,credit_card,standard,,Nota del cliente: Entregar por la tarde
295,ORD-20230711-00295,312,2023-07-11,procesando,3347.69,2,250,703.01,4233.75,cash_on_delivery,standard,4,
296,ORD-20240525-00296,230,2024-05-25,enviado,1811.61,5,350,380.44,2451.47,paypal,express,,Nota del cliente: Llamar antes
297,ORD-20250423-00297,74,2025-04-23,procesando,3585.64,14,280,752.98,4116.63,credit_card,same_day,,
298,ORD-20240606-00298,239,2024-06-06,pendiente,903.2,18,90,189.67,1020.29,debit_card,same_day,,Nota del cliente: Envolver para regalo
299,ORD-20230812-00299,74,2023-08-12,pendiente,2804.55,19,210,588.96,3070.65,debit_card,pickup,,
300,ORD-20230318-00300,128,2023-03-18,entregado,1972.45,6,460,414.21,2728.31,debit_card,standard,,
301,ORD-20260106-00301,70,2026-01-06,pendiente,3000.78,13,430,630.16,3670.84,paypal,express,,
302,ORD-20240208-00302,220,2024-02-08,entregado,1143.14,14,50,240.06,1273.16,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
303,ORD-20240312-00303,115,2024-03-12,entregado,3374.09,5,310,708.56,4223.95,debit_card,express,,
304,ORD-20250220-00304,127,2025-02-20,pendiente,26.91,3,430,5.65,461.75,debit_card,pickup,,
305,ORD-20250116-00305,135,2025-01-16,cancelado,1544.01,11,380,324.24,2078.41,cash_on_delivery,same_day,,
306,ORD-20240329-00306,156,2024-03-29,pendiente,1046.69,13,100,219.8,1230.42,debit_card,express,,
307,ORD-20231020-00307,198,2023-10-20,entregado,3945.2,11,110,828.49,4449.72,credit_card,same_day,,
308,ORD-20230502-00308,238,2023-05-02,procesando,2080.44,8,400,436.89,2750.89,credit_card,pickup,,
309,ORD-20250111-00309,164,2025-01-11,entregado,4556.16,4,110,956.79,5440.7,bank_transfer,express,2,
310,ORD-20260219-00310,230,2026-02-19,pendiente,950.44,6,340,199.59,1433,credit_card,express,,
311,ORD-20240427-00311,42,2024-04-27,pendiente,1814.36,5,190,381.02,2294.66,bank_transfer,pickup,10,Nota del cliente: Llamar antes
312,ORD-20241107-00312,150,2024-11-07,pendiente,3415.93,5,420,717.35,4382.48,credit_card,pickup,,
313,ORD-20260112-00313,302,2026-01-12,enviado,2410.26,5,270,506.15,3065.9,bank_transfer,standard,,
314,ORD-20250723-00314,281,2025-07-23,pendiente,4761.33,5,350,999.88,5873.14,paypal,same_day,,
315,ORD-20250222-00315,22,2025-02-22,pendiente,1586.55,14,410,333.18,2107.61,cash_on_delivery,same_day,,
316,ORD-20251213-00316,224,2025-12-13,cancelado,557.16,15,140,117,730.59,paypal,express,,
317,ORD-20260213-00317,33,2026-02-13,cancelado,5054.9,9,30,1061.53,5691.49,paypal,same_day,,
318,ORD-20241126-00318,244,2024-11-26,entregado,207.25,7,340,43.52,576.26,bank_transfer,express,8,
319,ORD-20231211-00319,250,2023-12-11,entregado,371.19,2,260,77.95,701.72,debit_card,same_day,,
320,ORD-20250305-00320,268,2025-03-05,cancelado,1355.2,17,410,284.59,1819.41,cash_on_delivery,standard,,
321,ORD-20230114-00321,140,2023-01-14,pendiente,6009.79,18,80,1262.06,6270.09,paypal,same_day,,
322,ORD-20240103-00322,133,2024-01-03,procesando,2749.4,17,110,577.37,2969.37,debit_card,same_day,,Nota del cliente: Envolver para regalo
323,ORD-20231129-00323,108,2023-11-29,cancelado,3530.57,12,60,741.42,3908.32,debit_card,same_day,2,
324,ORD-20230110-00324,147,2023-01-10,entregado,1271.63,19,280,267.04,1577.06,bank_transfer,standard,,Nota del cliente: Llamar antes
325,ORD-20230109-00325,320,2023-01-09,cancelado,1431.75,17,150,300.67,1639.02,credit_card,standard,,
326,ORD-20230126-00326,109,2023-01-26,enviado,2399.48,18,500,503.89,2971.46,credit_card,express,,
327,ORD-20250409-00327,19,2025-04-09,cancelado,3156.06,7,460,662.77,4057.91,paypal,express,,
328,ORD-20250813-00328,127,2025-08-13,cancelado,3738.65,7,280,785.12,4542.06,cash_on_delivery,standard,,
329,ORD-20230822-00329,315,2023-08-22,procesando,2935.41,20,500,616.44,3464.77,credit_card,standard,,
330,ORD-20230201-00330,77,2023-02-01,procesando,4373.71,0,370,918.48,5662.19,bank_transfer,pickup,,
331,ORD-20250305-00331,116,2025-03-05,pendiente,3362.23,9,380,706.07,4145.7,debit_card,express,10,
332,ORD-20250404-00332,247,2025-04-04,entregado,3054.65,2,390,641.48,4025.04,bank_transfer,pickup,,Nota del cliente: Dejar en portería
333,ORD-20231109-00333,69,2023-11-09,entregado,2495.1,0,220,523.97,3239.07,bank_transfer,same_day,,
334,ORD-20250216-00334,318,2025-02-16,cancelado,1793.7,13,20,376.68,1957.2,debit_card,pickup,5,
335,ORD-20240825-00335,105,2024-08-25,pendiente,3199.55,15,360,671.91,3751.53,cash_on_delivery,pickup,,
336,ORD-20250327-00336,252,2025-03-27,cancelado,933.74,16,40,196.09,1020.43,debit_card,standard,,
337,ORD-20251104-00337,265,2025-11-04,cancelado,2349.55,3,80,493.41,2852.47,cash_on_delivery,same_day,10,Nota del cliente: Dejar en portería
338,ORD-20230528-00338,198,2023-05-28,procesando,3701.67,7,460,777.35,4679.9,debit_card,standard,,
339,ORD-20241030-00339,282,2024-10-30,cancelado,1891.96,17,80,397.31,2047.64,credit_card,standard,,
340,ORD-20250303-00340,330,2025-03-03,cancelado,1465.15,20,130,307.68,1609.8,paypal,pickup,2,
341,ORD-20241202-00341,258,2024-12-02,entregado,5940.69,14,0,1247.54,6356.53,cash_on_delivery,express,3,
342,ORD-20231204-00342,15,2023-12-04,cancelado,1907.84,19,180,400.65,2126,paypal,same_day,,Nota del cliente: Envolver para regalo
343,ORD-20250112-00343,52,2025-01-12,procesando,3419.39,12,140,718.07,3867.13,debit_card,standard,,
344,ORD-20230224-00344,252,2023-02-24,cancelado,1399,10,30,293.79,1582.89,credit_card,standard,,
345,ORD-20240715-00345,148,2024-07-15,enviado,3521.69,11,360,739.55,4233.85,credit_card,same_day,,
346,ORD-20240209-00346,205,2024-02-09,enviado,2085.29,4,250,437.91,2689.79,bank_transfer,same_day,2,
347,ORD-20241111-00347,104,2024-11-11,entregado,3951.39,0,400,829.79,5181.18,paypal,standard,,
348,ORD-20231016-00348,12,2023-10-16,cancelado,1136.48,11,20,238.66,1270.13,bank_transfer,express,,
349,ORD-20240611-00349,252,2024-06-11,procesando,858.68,11,270,180.32,1214.55,debit_card,pickup,,
350,ORD-20240408-00350,273,2024-04-08,entregado,1820.28,8,190,382.26,2246.92,cash_on_delivery,same_day,,
351,ORD-20251022-00351,196,2025-10-22,procesando,4769.92,0,190,1001.68,5961.6,bank_transfer,pickup,,Nota del cliente: Entregar por la tarde
352,ORD-20230318-00352,265,2023-03-18,enviado,5797.2,0,430,1217.41,7444.61,bank_transfer,pickup,,
353,ORD-20230226-00353,24,2023-02-26,procesando,1124.82,11,90,236.21,1327.3,debit_card,express,6,
354,ORD-20250604-00354,179,2025-06-04,enviado,1045.14,17,200,219.48,1286.95,debit_card,pickup,,
355,ORD-20230622-00355,169,2023-06-22,cancelado,2270.45,11,380,476.79,2877.49,cash_on_delivery,pickup,10,
356,ORD-20250407-00356,257,2025-04-07,entregado,2117.96,8,230,444.77,2623.29,paypal,standard,,
357,ORD-20240609-00357,294,2024-06-09,enviado,1727.31,18,330,362.74,2109.13,paypal,express,7,
358,ORD-20241112-00358,94,2024-11-12,entregado,5336.47,11,70,1120.66,5940.12,credit_card,same_day,,
359,ORD-20240805-00359,39,2024-08-05,cancelado,238.16,14,10,50.01,264.83,credit_card,same_day,7,
360,ORD-20260304-00360,13,2026-03-04,procesando,1170.99,16,220,245.91,1449.54,debit_card,same_day,,
361,ORD-20240205-00361,108,2024-02-05,procesando,1892.7,14,350,397.47,2375.19,debit_card,standard,7,
362,ORD-20250122-00362,1,2025-01-22,cancelado,255.9,18,420,53.74,683.58,paypal,standard,8,
363,ORD-20250306-00363,47,2025-03-06,procesando,5324.15,13,350,1118.07,6100.08,paypal,standard,,
364,ORD-20240131-00364,216,2024-01-31,entregado,2383.7,11,130,500.58,2752.07,credit_card,pickup,,
365,ORD-20230714-00365,112,2023-07-14,cancelado,3823.64,15,260,802.96,4313.05,bank_transfer,same_day,,
366,ORD-20230925-00366,75,2023-09-25,pendiente,4524.78,0,120,950.2,5594.98,paypal,pickup,,
367,ORD-20240521-00367,153,2024-05-21,entregado,2715.77,3,300,570.31,3504.61,paypal,express,,
368,ORD-20250603-00368,282,2025-06-03,enviado,918.02,3,280,192.78,1363.26,cash_on_delivery,express,,
369,ORD-20240814-00369,71,2024-08-14,pendiente,4122.44,11,470,865.71,5004.68,cash_on_delivery,standard,,
370,ORD-20250109-00370,21,2025-01-09,entregado,1436.8,19,90,301.73,1555.54,credit_card,express,,Nota del cliente: Dejar en portería
371,ORD-20230302-00371,57,2023-03-02,entregado,1343.95,17,120,282.23,1517.71,cash_on_delivery,pickup,,
372,ORD-20231121-00372,175,2023-11-21,procesando,290.52,1,500,61.01,848.62,credit_card,express,,
373,ORD-20250916-00373,263,2025-09-16,pendiente,5808.56,2,290,1219.8,7202.19,bank_transfer,pickup,,
374,ORD-20250724-00374,233,2025-07-24,entregado,572.83,16,250,120.29,851.47,debit_card,express,,
375,ORD-20240503-00375,105,2024-05-03,cancelado,955.67,4,160,200.69,1278.13,cash_on_delivery,express,4,
376,ORD-20230307-00376,245,2023-03-07,pendiente,2429.2,10,480,510.13,3176.41,cash_on_delivery,standard,,
377,ORD-20240201-00377,65,2024-02-01,procesando,4017.64,4,210,843.7,4910.63,bank_transfer,express,,
378,ORD-20240427-00378,301,2024-04-27,enviado,1200.42,2,250,252.09,1678.5,cash_on_delivery,same_day,,
379,ORD-20250108-00379,272,2025-01-08,enviado,2914.99,16,400,612.15,3460.74,cash_on_delivery,express,,
380,ORD-20240913-00380,109,2024-09-13,cancelado,4022.21,14,250,844.66,4553.76,credit_card,pickup,,
381,ORD-20260122-00381,23,2026-01-22,enviado,347.2,17,330,72.91,691.09,bank_transfer,standard,,
382,ORD-20241219-00382,115,2024-12-19,entregado,652.62,12,60,137.05,771.36,cash_on_delivery,standard,,
383,ORD-20240221-00383,271,2024-02-21,procesando,743.68,1,470,156.17,1362.41,credit_card,pickup,,
384,ORD-20260128-00384,158,2026-01-28,cancelado,4448.96,14,370,934.28,5130.39,credit_card,express,,Nota del cliente: Dejar en portería
385,ORD-20250118-00385,88,2025-01-18,cancelado,2207.11,7,330,463.49,2846.1,cash_on_delivery,same_day,2,
386,ORD-20231003-00386,112,2023-10-03,procesando,1600.33,8,280,336.07,2088.37,cash_on_delivery,pickup,10,
387,ORD-20240902-00387,306,2024-09-02,cancelado,293.75,17,470,61.69,775.5,debit_card,standard,4,
388,ORD-20230729-00388,176,2023-07-29,cancelado,581.04,10,0,122.02,644.96,cash_on_delivery,express,1,Nota del cliente: Dejar en portería
389,ORD-20251028-00389,76,2025-10-28,cancelado,3320.37,17,40,697.28,3493.19,paypal,express,,Nota del cliente: Entregar por la tarde
390,ORD-20250314-00390,83,2025-03-14,entregado,1366.32,14,430,286.93,1891.97,bank_transfer,same_day,,
391,ORD-20240427-00391,76,2024-04-27,pendiente,3999.32,12,280,839.86,4639.26,credit_card,standard,,Nota del cliente: Dejar en portería
392,ORD-20230511-00392,332,2023-05-11,procesando,802.85,2,280,168.6,1235.39,paypal,pickup,,
393,ORD-20240330-00393,144,2024-03-30,pendiente,3044.02,17,220,639.24,3385.78,cash_on_delivery,same_day,2,Nota del cliente: Llamar antes
394,ORD-20230712-00394,281,2023-07-12,pendiente,2902.08,20,320,609.44,3251.1,cash_on_delivery,pickup,,
395,ORD-20240611-00395,327,2024-06-11,pendiente,6969.27,8,400,1463.55,8275.28,cash_on_delivery,same_day,,Nota del cliente: Dejar en portería
396,ORD-20240805-00396,150,2024-08-05,entregado,1795.31,0,460,377.02,2632.33,paypal,same_day,,
397,ORD-20240428-00397,63,2024-04-28,pendiente,742.5,10,480,155.93,1304.18,paypal,standard,3,
398,ORD-20250314-00398,112,2025-03-14,enviado,1951.8,16,290,409.88,2339.39,bank_transfer,same_day,,
399,ORD-20260221-00399,103,2026-02-21,cancelado,2546.89,3,390,534.85,3395.33,paypal,express,,
400,ORD-20240925-00400,218,2024-09-25,entregado,1195.9,15,10,251.14,1277.66,debit_card,same_day,,
401,ORD-20230506-00401,268,2023-05-06,entregado,2121.24,4,30,445.46,2511.85,bank_transfer,express,,
402,ORD-20241121-00402,323,2024-11-21,entregado,2790.02,15,80,585.9,3037.42,debit_card,pickup,5,
403,ORD-20230413-00403,127,2023-04-13,entregado,126.34,19,170,26.53,298.87,bank_transfer,standard,,Nota del cliente: Llamar antes
404,ORD-20250212-00404,25,2025-02-12,entregado,5793.65,17,90,1216.67,6115.4,cash_on_delivery,express,3,
405,ORD-20230919-00405,146,2023-09-19,procesando,1404.55,13,30,294.96,1546.92,paypal,standard,,
406,ORD-20240101-00406,82,2024-01-01,enviado,4994.31,4,470,1048.81,6313.35,credit_card,express,,Nota del cliente: Entregar por la tarde
407,ORD-20240108-00407,185,2024-01-08,procesando,361.25,0,470,75.86,907.11,bank_transfer,standard,,
408,ORD-20230804-00408,119,2023-08-04,procesando,1431.75,10,20,300.67,1609.25,credit_card,express,,
409,ORD-20250914-00409,51,2025-09-14,enviado,397.76,17,150,83.53,563.67,paypal,express,9,
410,ORD-20260302-00410,307,2026-03-02,entregado,606.1,20,390,127.28,1002.16,debit_card,standard,,
411,ORD-20240710-00411,127,2024-07-10,entregado,2907.46,3,300,610.57,3730.81,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
412,ORD-20230828-00412,295,2023-08-28,pendiente,908,13,420,190.68,1400.64,debit_card,pickup,,
413,ORD-20240201-00413,304,2024-02-01,enviado,3431.72,11,190,720.66,3964.89,cash_on_delivery,same_day,,
414,ORD-20250109-00414,262,2025-01-09,entregado,2885.35,13,190,605.92,3306.17,bank_transfer,pickup,7,
415,ORD-20231217-00415,18,2023-12-17,procesando,30.35,10,500,6.37,533.69,credit_card,express,,
416,ORD-20230304-00416,216,2023-03-04,cancelado,2668.35,6,170,560.35,3238.6,credit_card,express,1,
417,ORD-20251226-00417,94,2025-12-26,cancelado,4522.17,1,300,949.66,5726.61,paypal,express,,Nota del cliente: Llamar antes
418,ORD-20251119-00418,8,2025-11-19,entregado,5103.24,19,50,1071.68,5255.3,credit_card,standard,,
419,ORD-20231006-00419,213,2023-10-06,procesando,1728.44,12,170,362.97,2054,bank_transfer,express,3,
420,ORD-20240320-00420,287,2024-03-20,enviado,52.26,19,450,10.97,503.3,credit_card,express,,
421,ORD-20260101-00421,31,2026-01-01,enviado,1534.84,4,60,322.32,1855.77,bank_transfer,standard,,
422,ORD-20250901-00422,137,2025-09-01,pendiente,1342.3,7,300,281.88,1830.22,bank_transfer,standard,1,
423,ORD-20241027-00423,290,2024-10-27,pendiente,6641.75,6,340,1394.77,7978.02,paypal,pickup,,
424,ORD-20251031-00424,126,2025-10-31,enviado,2698.15,7,330,566.61,3405.89,debit_card,standard,,
425,ORD-20250817-00425,2,2025-08-17,entregado,393.66,10,220,82.67,656.96,cash_on_delivery,standard,1,Nota del cliente: Llamar antes
426,ORD-20250724-00426,136,2025-07-24,enviado,4476.8,16,230,940.13,4930.64,bank_transfer,same_day,,
427,ORD-20251012-00427,262,2025-10-12,procesando,3920.79,20,240,823.37,4200,credit_card,pickup,,
428,ORD-20250725-00428,248,2025-07-25,pendiente,1563.75,3,380,328.39,2225.23,paypal,same_day,,Nota del cliente: Entregar por la tarde
429,ORD-20260117-00429,168,2026-01-17,cancelado,928.6,19,410,195.01,1357.18,paypal,same_day,10,Nota del cliente: Envolver para regalo
430,ORD-20231031-00430,256,2023-10-31,enviado,2027.73,8,150,425.82,2441.33,credit_card,same_day,,
431,ORD-20230316-00431,161,2023-03-16,cancelado,2641.81,10,140,554.78,3072.41,bank_transfer,express,7,
432,ORD-20240223-00432,208,2024-02-23,pendiente,2085.3,8,0,437.91,2356.39,debit_card,express,,Nota del cliente: Entregar por la tarde
433,ORD-20260116-00433,94,2026-01-16,cancelado,818.99,4,20,171.99,978.22,credit_card,pickup,10,
434,ORD-20230602-00434,183,2023-06-02,entregado,2109.74,12,220,443.05,2519.62,paypal,pickup,,
435,ORD-20260228-00435,112,2026-02-28,pendiente,2242.33,9,480,470.89,2991.41,credit_card,express,,
436,ORD-20241231-00436,17,2024-12-31,pendiente,82.2,19,140,17.26,223.84,bank_transfer,same_day,,
437,ORD-20240226-00437,112,2024-02-26,cancelado,742.38,4,300,155.9,1168.58,paypal,standard,,
438,ORD-20250525-00438,86,2025-05-25,procesando,1283,7,440,269.43,1902.62,debit_card,same_day,,
439,ORD-20240430-00439,108,2024-04-30,enviado,4521.63,11,130,949.54,5103.79,cash_on_delivery,same_day,,
440,ORD-20260114-00440,233,2026-01-14,cancelado,3551.34,6,130,745.78,4214.04,credit_card,express,10,
441,ORD-20260303-00441,330,2026-03-03,enviado,281.13,2,270,59.04,604.55,bank_transfer,same_day,,
442,ORD-20240707-00442,30,2024-07-07,cancelado,1925.84,12,300,404.43,2399.17,bank_transfer,same_day,,Nota del cliente: Envolver para regalo
443,ORD-20250525-00443,48,2025-05-25,cancelado,1651.68,8,130,346.85,1996.4,cash_on_delivery,pickup,,
444,ORD-20250402-00444,295,2025-04-02,procesando,3995.6,18,130,839.08,4245.47,bank_transfer,express,,Nota del cliente: Entregar por la tarde
445,ORD-20241220-00445,237,2024-12-20,pendiente,3017.97,14,290,633.77,3519.22,paypal,same_day,,
446,ORD-20251223-00446,172,2025-12-23,pendiente,3012.25,20,480,632.57,3522.37,debit_card,express,,
447,ORD-20240726-00447,157,2024-07-26,pendiente,3812.84,15,120,800.7,4161.61,bank_transfer,express,,Nota del cliente: Llamar antes
448,ORD-20251210-00448,88,2025-12-10,cancelado,5388.2,14,50,1131.52,5815.37,cash_on_delivery,same_day,,
449,ORD-20231005-00449,123,2023-10-05,entregado,196.35,15,380,41.23,588.13,credit_card,pickup,,
450,ORD-20240420-00450,89,2024-04-20,cancelado,2705.95,17,120,568.25,2934.19,credit_card,express,,
451,ORD-20230613-00451,45,2023-06-13,cancelado,2206.83,3,290,463.43,2894.06,bank_transfer,pickup,,
452,ORD-20240727-00452,228,2024-07-27,pendiente,456.03,5,400,95.77,929,bank_transfer,same_day,,
453,ORD-20230602-00453,154,2023-06-02,procesando,3266.95,7,480,686.06,4204.32,bank_transfer,express,5,
454,ORD-20240202-00454,73,2024-02-02,cancelado,2822.94,18,240,592.82,3147.63,cash_on_delivery,same_day,,
455,ORD-20241030-00455,244,2024-10-30,pendiente,1471.56,6,250,309.03,1942.3,debit_card,express,,
456,ORD-20231102-00456,17,2023-11-02,enviado,149.63,10,190,31.42,356.09,debit_card,same_day,,
457,ORD-20251007-00457,207,2025-10-07,pendiente,304.92,20,130,64.03,437.97,credit_card,standard,,Nota del cliente: Entregar por la tarde
458,ORD-20240720-00458,155,2024-07-20,enviado,896.9,19,310,188.35,1224.84,cash_on_delivery,standard,2,
459,ORD-20230331-00459,286,2023-03-31,procesando,630.76,13,330,132.46,1011.22,cash_on_delivery,express,,
460,ORD-20251225-00460,22,2025-12-25,pendiente,2988.53,9,270,627.59,3617.15,paypal,standard,,
461,ORD-20250703-00461,32,2025-07-03,enviado,2461.9,12,130,517,2813.47,bank_transfer,same_day,4,
462,ORD-20231024-00462,302,2023-10-24,entregado,297.16,10,250,62.4,579.84,cash_on_delivery,same_day,,
463,ORD-20251112-00463,4,2025-11-12,pendiente,2953.1,9,50,620.15,3357.47,debit_card,standard,,Nota del cliente: Entregar por la tarde
464,ORD-20250202-00464,290,2025-02-02,cancelado,2645.63,12,30,555.58,2913.73,bank_transfer,pickup,,Nota del cliente: Entregar por la tarde
465,ORD-20260207-00465,174,2026-02-07,pendiente,1980.72,7,360,415.95,2618.02,paypal,standard,,
466,ORD-20240807-00466,280,2024-08-07,procesando,3236.21,16,350,679.6,3748.02,paypal,express,,
467,ORD-20240308-00467,236,2024-03-08,procesando,543.99,14,500,114.24,1082.07,debit_card,pickup,10,
468,ORD-20230709-00468,130,2023-07-09,enviado,3238.22,10,210,680.03,3804.43,credit_card,same_day,,
469,ORD-20240309-00469,228,2024-03-09,enviado,3826.94,10,450,803.66,4697.91,debit_card,express,,
470,ORD-20250610-00470,67,2025-06-10,pendiente,92.95,4,240,19.52,348.75,bank_transfer,pickup,,Nota del cliente: Llamar antes
471,ORD-20250828-00471,18,2025-08-28,pendiente,3205.49,3,100,673.15,3882.48,bank_transfer,express,,
472,ORD-20250623-00472,248,2025-06-23,entregado,2252.22,5,450,472.97,3062.58,paypal,same_day,,Nota del cliente: Entregar por la tarde
473,ORD-20250210-00473,79,2025-02-10,cancelado,3197.64,9,480,671.5,4061.35,debit_card,express,,
474,ORD-20230818-00474,217,2023-08-18,cancelado,4559.35,17,220,957.46,4961.72,credit_card,express,,
475,ORD-20231129-00475,334,2023-11-29,enviado,3369.21,2,0,707.53,4009.36,credit_card,standard,6,
476,ORD-20230830-00476,274,2023-08-30,cancelado,2891.57,16,200,607.23,3236.15,cash_on_delivery,standard,7,
